instance,k,n,avg_degree,sparsity,is_connected,feasible,gap,success,n_seeds,success_std
rbx711,12,711,23.766526019690577,3.347398030942335,True,False,549.9455036353738,0.0,10,0.0
xql662,12,662,23.761329305135952,3.594754811669584,True,False,546.3226875356416,0.0,10,0.0
bcl380,15,380,29.436842105263157,7.766976808776558,True,False,329.0931523750772,0.0,10,0.0
dkg813,15,813,29.746617466174662,3.663376535243184,True,False,529.6949423530216,0.0,10,0.0
gr666,15,666,29.5975975975976,4.4507665560297145,True,False,378.55943761051424,0.0,10,0.0
lim963,15,963,29.798546209761163,3.097561976066649,True,False,607.8845464324129,0.0,10,0.0
pa561,15,561,29.629233511586452,5.290934555640438,True,False,334.6796959826276,0.0,10,0.0
pbk411,15,411,29.45498783454988,7.184143374280458,True,False,358.89798957557707,0.0,10,0.0
pbl395,15,395,29.49873417721519,7.486988369851572,True,False,338.40749414519905,0.0,10,0.0
pbm436,15,436,29.44954128440367,6.77000949066751,True,False,375.7380457380458,0.0,10,0.0
pbn423,15,423,29.54609929078014,7.001445329568753,True,False,349.6703296703297,0.0,10,0.0
pcb442,15,442,29.547511312217196,6.700115943813422,True,False,334.4361731458506,0.0,10,0.0
pka379,15,379,29.313984168865435,7.755022266895619,True,False,321.5701560525266,0.0,10,0.0
rbu737,15,737,29.706919945725915,4.03626629697363,True,False,500.9414249921174,0.0,10,0.0
rbx711,15,711,29.656821378340364,4.177017095540896,True,False,461.0502051865939,0.0,10,0.0
xql662,15,662,29.68882175226586,4.491501021522823,True,False,459.5650242065649,0.0,10,0.0
bcl380,17,380,33.28947368421053,8.783502291348423,True,False,inf,0.0,10,0.0
dkg813,17,813,33.672816728167284,4.146898611843261,True,False,502.0911691495283,0.0,10,0.0
gr666,17,666,33.55855855855856,5.046399783241888,True,False,363.51778486750237,0.0,10,0.0
lim963,17,963,33.69885773624091,3.502999764682007,True,False,556.5579060595195,0.0,10,0.0
pa561,17,561,33.48306595365419,5.979118920295392,True,False,307.7452044878755,0.0,10,0.0
pbk411,17,411,33.367396593673966,8.138389413091211,True,False,345.87490692479525,0.0,10,0.0
pbl395,17,395,33.372151898734174,8.470089314399537,True,False,289.9843871975019,0.0,10,0.0
pbm436,17,436,33.31192660550459,7.657914162184963,True,False,340.8870408870408,0.0,10,0.0
pbn423,17,423,33.347517730496456,7.902255386373567,True,False,310.52014652014657,0.0,10,0.0
pcb442,17,442,33.36199095022624,7.565077312976473,True,False,299.02063885934854,0.0,10,0.0
pka379,17,379,33.224274406332455,8.789490583685835,True,False,305.3437796386034,0.0,10,0.0
rbu737,17,737,33.57123473541384,4.561309067311662,True,False,445.9976867944418,0.0,10,0.0
rbx711,17,711,33.61744022503516,4.734850735920445,True,False,467.4048893578477,0.0,10,0.0
xql662,17,662,33.60725075528701,5.084304198984419,True,False,436.23076235430074,0.0,10,0.0
bcl380,20,380,38.873684210526314,10.256908762671852,True,False,289.0067859346083,0.0,10,0.0
dkg813,20,813,39.56211562115621,4.872181726743376,True,False,439.503646435903,0.0,10,0.0
gr666,20,666,39.45945945945946,5.933753302174355,True,False,327.8342434696386,0.0,10,0.0
lim963,20,963,39.611630321910695,4.117633089595706,True,False,515.1057726783793,0.0,10,0.0
pa561,20,561,39.32620320855615,7.022536287242169,True,False,293.41295693087216,0.0,10,0.0
pbk411,20,411,39.02676399026764,9.518722924455522,True,False,318.0565897244974,0.0,10,0.0
pbl395,20,395,39.00253164556962,9.899119706997366,True,False,268.1264637002342,0.0,10,0.0
pbm436,20,436,39.06880733944954,8.981335020563112,True,False,314.2134442134442,0.0,10,0.0
pbn423,20,423,39.08747044917258,9.262433755728098,True,False,290.38827838827837,0.0,10,0.0
pcb442,20,442,39.067873303167424,8.858928186659279,True,False,266.2294694552758,0.0,10,0.0
pka379,20,379,38.854881266490764,10.27906911811925,True,False,251.3659833877388,0.0,10,0.0
rbu737,20,737,39.45997286295794,5.361409356380155,True,False,396.5453101003608,0.0,10,0.0
rbx711,20,711,39.38115330520394,5.546641310592104,True,False,403.3186146905259,0.0,10,0.0
xql662,20,662,39.3595166163142,5.954541091726808,True,False,395.4852978456321,0.0,10,0.0
bcl380,22,380,42.805263157894736,11.294264685460352,True,False,275.4040715607649,0.0,10,0.0
dkg813,22,813,43.45141451414514,5.351159422924279,True,False,403.76970935251063,0.0,10,0.0
gr666,22,666,43.26426426426426,6.505904400641242,True,False,310.97408524673114,0.0,10,0.0
lim963,22,963,43.505711318795434,4.522423214011999,True,False,479.2111868053065,0.0,10,0.0
pa561,22,561,43.09447415329768,7.6954418130888715,True,False,262.5913861744481,0.0,10,0.0
pbk411,22,411,43.017031630170315,10.491958934187883,True,False,268.1682799702159,0.0,10,0.0
pbl395,22,395,42.67341772151899,10.830816680588576,True,False,249.73458235753324,0.0,10,0.0
